Technique,ID,Tactic-Name,Technique-Name,SubTechnique-Name,Platforms,Description,id
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",SideCopy has executed malware by calling the API function CreateProcessW.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","SideTwist can use GetUserNameW, GetComputerNameW, and GetComputerNameExW to gather information.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Silence has leveraged the Windows API, including using CreateProcess() or ShellExecute(), to perform a variety of tasks.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",SILENTTRINITY has the ability to leverage API including GetProcAddress and LoadLibrary.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Siloscape makes various native API calls.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",SodaMaster can use RegOpenKeyW to access the Registry.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",SombRAT has the ability to respawn itself using ShellExecuteW and CreateProcessW.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",StrifeWater can use a variety of APIs for execution.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Stuxnet uses the SetSecurityDescriptorDacl API to reduce object integrity levels.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",SVCReady can use Windows API calls to gather information from an infected host.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",SysUpdate can call the GetNetworkParams API as part of its C2 establishment process.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Taidoor has the ability to use native APIs for execution including GetProcessHeap, GetProcAddress, and LoadLibrary.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",ThiefQuest uses various API to perform behaviors such as executing payloads and performing local enumeration.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Torisma has used various Windows API calls.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","TrickBot uses the Windows API call, CreateProcessW(), to manage execution flow.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Tropic Trooper has used multiple Windows APIs including HttpInitialize, HttpCreateHttpHandle, and HttpAddUrl.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Turla and its RPC backdoors have used APIs calls for various tasks related to subverting AMSI and accessing then executing commands through RPC and/or named pipes.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Uroburos can use native Windows APIs including GetHostByName.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Ursnif has used CreateProcessW to create child processes.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",WarzoneRAT can use a variety of API calls on a compromised host.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","WastedLocker's custom crypter, CryptOne, leveraged the VirtualAlloc() API function to help execute the payload.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Waterbear can leverage API functions for execution.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",WhisperGate has used the ExitWindowsEx to flush file buffers to disk and stop running processes and other API calls.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","WindTail can invoke Apple APIs contentsOfDirectoryAtPath, pathExtension, and (string) compare.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Woody RAT can use multiple native APIs, including WriteProcessMemory, CreateProcess, and CreateRemoteThread for process injection.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",XAgentOSX contains the execFile function to execute a specified file on the system using the NSTask:launch method.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",xCaon has leveraged native OS function calls to retrieve victim's network adapter's information using GetAdapterInfo() API.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","ZxxZ has used API functions such as Process32First, Process32Next, and ShellExecuteA.",T1106
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",ADVSTORESHELL can list running processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Agent Tesla can list the current running processes on the system.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",AppleSeed can enumerate the current process on a compromised host.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",An APT28 loader Trojan will enumerate the victim's processes searching for explorer.exe if its current process does not have necessary permissions.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",APT3 has a tool that can list out currently running processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",APT37's Freenki malware lists running processes using the Microsoft Windows API.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS","APT38 leveraged Sysmon to understand the processes, services in the organization.",T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Aria-body has the ability to enumerate loaded modules for a process.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Astaroth searches for different processes on the system.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Avaddon has collected information about running processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Avenger has the ability to use Tasklist to identify running processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",AvosLocker has discovered system processes by calling RmGetList.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Babuk has the ability to check running processes on a targeted system.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",BACKSPACE may collect information about running processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Bad Rabbit can enumerate all running processes to compare hashes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",BADHATCH can retrieve a list of running processes from a compromised machine.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Bankshot identifies processes and collects the process ids.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Bazar can identity the current process on a compromised host.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",BBSRAT can list running processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",BISCUIT has a command to enumerate running processes and identify their owners.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Bisonal can obtain a list of running processes on the victim’s machine.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",BLACKCOFFEE has the capability to discover processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",BlackEnergy has gathered a process list by using Tasklist.exe.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Bonadan can use the ps command to discover other cryptocurrency miners active on the system.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Brave Prince lists the running processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Brute Ratel C4 can enumerate all processes and locate specific process IDs (PIDs).,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Bundlore has used the ps command to list processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS","During C0015, the threat actors used the tasklist /s command as well as taskmanager to obtain a list of running processes.",T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",CaddyWiper can obtain a list of current processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Cannon can obtain a list of processes running on the system.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Carbanak lists running processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS","Cardinal RAT contains watchdog functionality that ensures its process is always running, else spawns a new instance.",T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Caterpillar WebShell can gather a list of processes running on the machine.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",CharmPower has the ability to list running processes through the use of tasklist.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",ChChes collects its process identifier (PID) on the victim.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Chimera has used tasklist to enumerate processes.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Clambling can enumerate processes on a targeted system.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Clop can enumerate all processes on the victim's machine.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Cobalt Strike's Beacon payload can collect information on process details.,T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS","Conti can enumerate through all open processes to search for any that have the string ""sql"" in their process name.",T1057
T1057,No sub-Techniques,Discovery,Process Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Dacls can collect data on running and parent processes.,T1057
